"","Protein","x"
"18845","Q86VY9",""
"18846","Q69YZ2",""
"18847","A6NKL6",""
"18848","Q5SNT2",""
"18849","A6NGA9",""
"18850","Q969S6",""
"18851","Q9BSN7",""
"18852","Q6UW68",""
"18853","Q9H813",""
"18854","Q6UWW9",""
"18855","Q9BTX3",""
"18856","Q96SK2",""
"18857","A6NLX4",""
"18858","Q6ICI0",""
"18859","A6NML5",""
"18860","A2RRL7",""
"18861","Q6NUQ4",""
"18862","Q68D42",""
"18863","Q9P0N5",""
"18864","Q8N7C4",""
"18865","A2RU14",""
"18866","Q86XT9",""
"18867","Q6QAJ8",""
"18868","A6NGB7",""
"18869","Q9H0R3",""
"18870","A0PJW6",""
"18871","Q6GV28",""
"18872","B2RXF0",""
"18873","Q8NBD8",""
"18874","Q96A57",""
"18875","Q9H6L2",""
"18876","C9JQI7",""
"18877","B4DJY2",""
"18878","Q8WY98",""
"18879","A6NFC5",""
"18880","Q5W0B7",""
"18881","Q96Q45",""
"18882","C9JI98",""
"18883","Q8WW34",""
"18884","Q5SV17",""
"18885","Q24JQ0",""
"18886","Q9NWH2",""
"18887","Q9BU79",""
"18888","Q5VVB8",""
"18889","Q9H330",""
"18890","Q9BRR3",""
"18891","A6NEH6",""
"18892","Q9NWD8",""
"18893","Q2WGJ8",""
"18894","Q86YD3",""
"18895","Q8N6I4",""
"18896","Q8N6L7",""
"18897","P0C7T8",""
"18898","Q8TBM7",""
"18899","Q5JRV8",""
"18900","Q8WV15",""
"18901","Q8N2U0",""
"18902","O96002",""
"18903","P61165",""
"18904","Q4ZIN3",""
"18905","Q6ZUK4",""
"18906","Q9NX78",""
"18907","Q96GE9",""
"18908","E9PQX1",""
"18909","Q8WUH6",""
"18910","A0A087WTH1",""
"18911","Q2M3C6",""
"18912","Q0VDI3",""
"18913","Q5VZI3",""
"18914","Q9HBJ8",""
"18915","Q9NV96",""
"18916","Q3MIR4",""
"18917","A0ZSE6",""
"18918","Q5JXX7",""
"18919","P57088",""
"18920","Q53FP2",""
"18921","Q8NCS4",""
"18922","Q8WXS4",""
"18923","Q9H6F2",""
"18924","Q9NVV0",""
"18925","Q9NV64",""
"18926","Q9GZU3",""
"18927","Q8WWA1",""
"18928","Q96HV5",""
"18929","Q5BJD5",""
"18930","Q69YG0",""
"18931","Q9BTV4",""
"18932","Q2T9K0",""
"18933","Q9NWC5",""
"18934","Q96B21",""
"18935","Q9BQJ4",""
"18936","Q9Y2B1",""
"18937","O95807",""
"18938","P56557",""
"18939","Q9NW97",""
"18940","Q8NDY8",""
"18941","Q4KMG9",""
"18942","Q6P2H8",""
"18943","Q969K7",""
"18944","Q8N4L2","hsa04070"
"18945","Q86T03","hsa04070"
"18946","Q96MV1",""
"18947","Q8N5G2",""
"18948","Q9UK28",""
"18949","Q9BXS4",""
"18950","Q9H2L4",""
"18951","Q8N0U2",""
"18952","Q0P6H9",""
"18953","O94886",""
"18954","Q5T3F8",""
"18955","Q9P1W3",""
"18956","Q6YI46",""
"18957","Q6PI78",""
"18958","Q5HYA8",""
"18959","Q96MH6",""
"18960","Q5SWH9",""
"18961","Q9BUB7",""
"18962","Q6P5X7",""
"18963","A0PK05",""
"18964","Q96NL1",""
"18965","Q9NUR3",""
"18966","Q8N9X5",""
"18967","Q5T7P6",""
"18968","Q9BSE2",""
"18969","Q96HE8",""
"18970","Q6P7N7",""
"18971","A0PJX8",""
"18972","Q8N2M4",""
"18973","Q8N661","hsa00565"
"18974","Q8NBN3",""
"18975","Q96K49",""
"18976","Q6PEY1",""
"18977","A6NKF7",""
"18978","A2RUT3",""
"18979","Q9HCN3",""
"18980","A6NDV4",""
"18981","A6NI61",""
"18982","Q9P0T7",""
"18983","Q6ZNR0",""
"18984","Q6UXU6",""
"18985","Q12767",""
"18986","Q3KNT9",""
"18987","Q5BJF2",""
"18988","Q9Y2Y6",""
"18989","Q8N816",""
"18990","Q63HN1",""
"18991","Q86W33",""
"18992","Q8IYR6",""
"18993","Q9UIK5",""
"18994","Q6ZT21",""
"18995","Q6ICL3",""
"18996","Q9C0B7",""
"18997","Q03518","hsa02010 hsa04145 hsa04612 hsa05168 hsa05340"
"18998","Q03519","hsa02010 hsa04145 hsa04612 hsa05168 hsa05340"
"18999","Q92973",""
"19000","O14787",""
"19001","Q9Y5L0",""
"19004","P04155",""
"19005","Q03403",""
"19006","Q07654",""
"19007","O43280","hsa00500 hsa01100"
"19008","Q13061",""
"19009","Q96RU8",""
"19010","Q92519",""
"19011","Q96RU7","hsa04931"
"19012","Q5QJ38",""
"19013","Q07283",""
"19014","Q9BT92",""
"19015","Q9NP99",""
"19016","Q9NZC2","hsa04380"
"19017","Q86YW5",""
"19018","Q5T2D2",""
"19019","Q6UXN2",""
"19020","Q96RS0","hsa03013"
"19021","Q9NVH6","hsa00310"
"19022","O15417",""
"19023","Q8NDV7",""
"19024","Q9UPQ9",""
"19025","Q9HCJ0",""
"19026","O75962",""
"19027","Q3LXA3","hsa00561 hsa01100 hsa01200 hsa04622"
"19028","P60174","hsa00010 hsa00051 hsa00562 hsa01100 hsa01130 hsa01200 hsa01230"
"19029","Q9UDY6",""
"19030","Q96F44",""
"19031","O60858",""
"19032","Q14142",""
"19033","Q9C019",""
"19034","O95361",""
"19035","Q309B1",""
"19036","Q9Y577",""
"19037","Q9C040",""
"19038","P19474","hsa05322"
"19039","Q8IYM9",""
"19040","P36406",""
"19041","O15164",""
"19042","Q14258","hsa04064 hsa04622 hsa05164"
"19043","Q12899",""
"19044","P14373",""
"19045","Q13263",""
"19046","Q14134",""
"19047","O75382",""
"19048","Q9BZY9",""
"19050","Q9UPN9",""
"19051","Q9BYJ4",""
"19052","Q9UPQ4",""
"19053","Q9NQ86",""
"19054","O94972","hsa04120"
"19055","O00635",""
"19056","Q9HCM9",""
"19057","Q9C037",""
"19058","Q6P9F5",""
"19059","Q8WV44",""
"19060","Q8IWZ5",""
"19061","Q96BQ3",""
"19062","A6NCK2",""
"19063","Q96DX7",""
"19064","Q9H8W5",""
"19065","Q7Z4K8",""
"19066","Q96LD4",""
"19067","Q8IWZ4",""
"19068","P0CI25",""
"19069","A6NDI0",""
"19070","P0CI26",""
"19071","C9J1S8",""
"19072","Q9C035",""
"19073","Q86XT4",""
"19074","Q96A61",""
"19075","Q9BYV2",""
"19076","Q9BYV6",""
"19077","Q9BRZ2",""
"19078","Q8NG06",""
"19079","Q8IWR1",""
"19080","Q9C030",""
"19081","Q495X7",""
"19082","Q5EBN2",""
"19083","Q9BVG3",""
"19084","Q969Q1",""
"19085","A6NGJ6",""
"19086","A6NI03",""
"19087","A6NLI5",""
"19088","Q6PJ69",""
"19089","O15016",""
"19090","Q6ZTA4",""
"19091","Q6AZZ1",""
"19092","Q86WT6",""
"19093","Q9C029",""
"19094","Q2Q1W2","hsa05206"
"19095","Q6ZMU5",""
"19096","Q86UV7",""
"19097","Q86UV6",""
"19098","A6NK02",""
"19099","I1YAP6",""
"19100","Q9BZR9",""
"19101","Q9C026",""
"19102","Q8N9V2",""
"19103","Q8N7C3",""
"19104","Q9BSJ1",""
"19105","O14773","hsa04142"
"19106","P29144",""
"19107","Q629K1",""
"19108","Q12815",""
"19109","Q12816",""
"19110","Q13641",""
"19111","P0DKB5",""
"19112","P28289",""
"19113","Q9NZR1",""
"19114","Q9NYL9",""
"19115","Q9NZQ9",""
"19116","P09493","hsa04260 hsa04261 hsa05206 hsa05410 hsa05414"
"19117","P07951","hsa04260 hsa04261 hsa05410 hsa05414"
"19118","P06753","hsa04260 hsa04261 hsa05200 hsa05216 hsa05410 hsa05414"
"19119","P67936","hsa04260 hsa04261 hsa05410 hsa05414"
"19120","P63316","hsa04020 hsa04260 hsa04261 hsa05410 hsa05414"
"19121","P02585","hsa04020"
"19122","P19237",""
"19123","P48788",""
"19124","P19429","hsa04024 hsa04260 hsa04261 hsa05410 hsa05414"
"19125","P13805",""
"19126","P45379","hsa04260 hsa04261 hsa05410 hsa05414"
"19127","P45378",""
"19128","Q2T9J0",""
"19129","Q15661, P20231",""
"19130","Q9BZJ3",""
"19131","Q9NRR2",""
"19132","P48775","hsa00380 hsa01100"
"19133","P17752","hsa00380 hsa01100 hsa04726"
"19134","Q8IWU9","hsa00380 hsa01100 hsa04726"
"19135","O00258",""
"19136","Q9UGM6","hsa00970"
"19137","P23381","hsa00970"
"19138","Q8WUA8",""
"19139","P50607",""
"19140","O00294",""
"19141","O00295",""
"19142","O75386",""
"19143","Q9NRJ4",""
"19144","Q92574","hsa04150 hsa04151 hsa04152 hsa04910 hsa05231"
"19145","P49815","hsa04115 hsa04150 hsa04151 hsa04152 hsa04910 hsa04919 hsa05231"
"19146","Q71U36","hsa04145 hsa04540 hsa05130"
"19147","P68363","hsa04145 hsa04540 hsa05130"
"19148","Q9BQE3","hsa04145 hsa04540 hsa05130"
"19149","Q6PEY2","hsa04145 hsa04540 hsa05130"
"19151","Q9H853",""
"19152","A6NHL2","hsa04145 hsa04540 hsa05130"
"19154","Q13885","hsa04145 hsa04540 hsa05130"
"19155","Q9BVA1","hsa04145 hsa04540 hsa05130"
"19156","Q13509","hsa04145 hsa04540 hsa05130"
"19157","P04350","hsa04145 hsa04540 hsa05130"
"19158","P68371","hsa04145 hsa04540 hsa05130"
"19159","Q9BUF5","hsa04145 hsa04540 hsa05130"
"19160","Q3ZCM7","hsa04145 hsa04540 hsa05130"
"19161","P07437","hsa04145 hsa04540 hsa05130"
"19162","Q9UJT1",""
"19163","Q9UJT0",""
"19164","O75347",""
"19165","Q99426",""
"19166","Q15814",""
"19167","Q9BTW9",""
"19168","Q5QJ74",""
"19169","Q15813",""
"19170","P23258",""
"19171","Q9NRH3",""
"19172","Q9BSJ2",""
"19173","Q96CW5",""
"19174","Q9UGJ1",""
"19175","Q96RT8",""
"19176","Q96RT7",""
"19177","Q6ZTW0",""
"19178","Q68CL5",""
"19179","P59282",""
"19180","Q9BW30",""
"19181","O94811",""
"19182","O95922",""
"19183","Q6ZVT0",""
"19184","Q8NHH1",""
"19185","Q14166",""
"19186","A6NNM8",""
"19187","Q9BWV7",""
"19188","Q9Y4R7",""
"19189","Q14679",""
"19190","Q6EMB2",""
"19191","Q8N841",""
"19192","Q6ZT98",""
"19193","A6PVC2",""
"19194","Q3SXZ7",""
"19195","Q8NG68",""
"19196","Q9GZM7",""
"19197","Q9UJW2",""
"19198","Q9Y2W6",""
"19199","Q9BXT4",""
"19200","Q5VZ19",""
"19201","Q587J7",""
"19202","B5MCY1",""
"19203","Q9H7E2",""
"19204","Q8NAT2",""
"19205","O60522",""
"19206","Q8NHU6",""
"19207","Q8NDG6",""
"19208","Q9NNX1",""
"19209","Q9UBB9",""
"19210","P50591","hsa04060 hsa04068 hsa04210 hsa04650 hsa05162 hsa05164"
"19211","O14788","hsa04060 hsa04064 hsa04380 hsa04917 hsa05323"
"19212","O43508","hsa04060"
"19213","O75888","hsa04060 hsa04672 hsa05323"
"19214","Q9Y275","hsa04060 hsa04064 hsa04672 hsa05323"
"19215","O43557","hsa04060 hsa04064 hsa05168"
"19216","O95150","hsa04060"
"19217","Q9UNG2","hsa04060"
"19218","P23510","hsa04060"
"19219","P32971","hsa04060"
"19220","P41273","hsa04060"
"19221","P01375","hsa04010 hsa04060 hsa04064 hsa04071 hsa04150 hsa04210 hsa04350 hsa04380 hsa04612 hsa04620 hsa04621 hsa04622 hsa04640 hsa04650 hsa04660 hsa04664 hsa04668 hsa04920 hsa04930 hsa04931 hsa04932 hsa04940 hsa05010 hsa05014 hsa05133 hsa05134 hsa05140 hsa05142 hsa05143 hsa05144 hsa05145 hsa05146 hsa05152 hsa05160 hsa05161 hsa05164 hsa05166 hsa05168 hsa05205 hsa05310 hsa05321 hsa05322 hsa05323 hsa05330 hsa05332 hsa05410 hsa05414"
"19222","O43399",""
"19223","Q96J77",""
"19224","P55327",""
"19225","Q16890",""
"19227","Q13625","hsa04390"
"19228","Q96A56","hsa05166"
"19229","Q8IXH6",""
"19230","O14683",""
"19231","Q8NBR0",""
"19232","Q53FA7","hsa04115"
"19233","Q9HCN2","hsa04115"
"19234","P04637","hsa04010 hsa04071 hsa04110 hsa04115 hsa04151 hsa04210 hsa04310 hsa04722 hsa04919 hsa05014 hsa05016 hsa05160 hsa05161 hsa05162 hsa05166 hsa05168 hsa05169 hsa05200 hsa05202 hsa05203 hsa05205 hsa05206 hsa05210 hsa05212 hsa05213 hsa05214 hsa05215 hsa05216 hsa05217 hsa05218 hsa05219 hsa05220 hsa05222 hsa05223 hsa05230"
"19235","Q5T0D9",""
"19236","Q6ZUI0",""
"19237","Q9H3D4","hsa05206"
"19238","O15350","hsa04115 hsa04390 hsa04722 hsa05162"
"19239","Q9HAU6",""
"19240","P13693",""
"19241","Q53HC9",""
"19242","Q9Y5U2",""
"19243","Q2TAM9",""
"19244","O75896",""
"19245","Q13454","hsa00510 hsa01100 hsa04141"
"19246","Q8IXB3",""
"19248","P09758",""
"19249","Q9H313",""
"19250","Q9BSA4",""
"19251","Q9C0H2",""
"19252","Q12792",""
"19253","Q6IBS0",""
"19254","Q96RR1",""
"19255","Q15672","hsa05205"
"19256","Q8WVJ9","hsa05205"
"19257","Q9GZX9",""
"19258","Q9ULQ1",""
"19259","Q8NHX9","hsa04972"
"19260","P17643","hsa00350 hsa01100 hsa04916"
"19261","P14679","hsa00350 hsa01100 hsa04916"
"19262","P31946","hsa04110 hsa04114 hsa04151 hsa04390 hsa05161 hsa05203"
"19263","P62258","hsa04110 hsa04114 hsa04151 hsa04390 hsa04722 hsa05203"
"19264","Q04917","hsa04110 hsa04114 hsa04151 hsa04390 hsa05203"
"19265","P61981","hsa04110 hsa04114 hsa04151 hsa04390 hsa05203"
"19266","P27348","hsa04110 hsa04114 hsa04151 hsa04390 hsa05161 hsa05203"
"19267","P63104","hsa04110 hsa04114 hsa04151 hsa04390 hsa05161 hsa05203"
"19268","P17735","hsa00130 hsa00270 hsa00350 hsa00360 hsa00400 hsa01100 hsa01130 hsa01230"
"19269","P07101","hsa00350 hsa01100 hsa04728 hsa04917 hsa05012 hsa05030 hsa05031 hsa05034"
"19270","P29597","hsa04380 hsa04630 hsa05145 hsa05160 hsa05162 hsa05164 hsa05168 hsa05169"
"19271","Q13470",""
"19272","Q07912",""
"19273","P35590",""
"19274","Q9NUW8",""
"19275","O95551",""
"19276","Q9Y2Z4","hsa00970"
"19278","O60507",""
"19279","O60704",""
"19280","Q9NPG3",""
"19281","Q6ZU65",""
"19282","Q9UMX0","hsa04141"
"19283","Q9UHD9","hsa04141"
"19284","Q9H347","hsa04141"
"19285","Q9NRR5","hsa04141"
"19286","Q8IYU4","hsa04141"
"19287","P14927","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19288","O14949","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19289","Q9NVA1",""
"19290","Q9BRT2",""
"19291","Q6UW78",""
"19292","P31930","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19293","P22695","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19294","A0A096LP55","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19295","P07919","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19296","P0C7P4",""
"19297","P47985","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19298","Q9UDW1","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19299","O14957","hsa00190 hsa01100 hsa04260 hsa04932 hsa05010 hsa05012 hsa05016"
"19300","P62987","hsa03010"
"19301","P0CG47","hsa05012"
"19302","P0CG48","hsa03320"
"19303","P09936","hsa05012"
"19304","P15374",""
"19305","Q9Y5K5",""
"19306","O15205",""
"19307","P57075",""
"19308","Q8TF42",""
"19309","F5GYI3",""
"19310","Q9NZ09",""
"19311","Q14157",""
"19312","Q5T6F2",""
"19313","P49459","hsa04120"
"19314","P63146","hsa04120"
"19315","O00762","hsa04120"
"19316","Q8IWF7",""
"19317","P51668","hsa04120 hsa04141"
"19318","P62837","hsa04120 hsa04141"
"19319","P61077","hsa04120 hsa04141"
"19320","Q9Y2X8","hsa04120 hsa04141"
"19321","P51965","hsa04120 hsa04141"
"19322","Q96LR5","hsa04120 hsa04141"
"19323","Q969T4","hsa04120 hsa04141"
"19324","Q969M7","hsa04120"
"19325","P62253","hsa04120 hsa04141 hsa05012"
"19326","P60604","hsa04120 hsa04141 hsa05012"
"19327","P62256","hsa04120"
"19328","P63279","hsa03013 hsa04064 hsa04120 hsa05206"
"19329","Q9Y385","hsa04120 hsa04141 hsa05012"
"19330","Q8N2K1","hsa04120 hsa04141 hsa05012"
"19331","P61086","hsa04120"
"19332","P68036","hsa04120 hsa05012"
"19333","A0A1B0GUS4",""
"19334","O14933","hsa04120 hsa05012"
"19336","Q5JXB2","hsa04120"
"19337","P61088","hsa04120"
"19339","A1L167","hsa04120"
"19340","Q7Z7E8","hsa04120"
"19341","H0YL09",""
"19342","Q8WVN8","hsa04120"
"19343","Q712K3","hsa04120 hsa05168"
"19344","Q16763","hsa04120"
"19345","Q9NPD8","hsa03460"
"19346","Q5VVX9","hsa04120"
"19347","Q13404",""
"19348","Q15819",""
"19349","Q96B02","hsa04120"
"19350","Q9H832","hsa04120"
"19351","Q9HAC8",""
"19352","Q8WUN7",""
"19353","O14562",""
"19354","P61960",""
"19355","Q92890","hsa04141"
"19356","Q96RL1",""
"19357","O95164",""
"19358","P11441",""
"19359","Q8N7F7",""
"19360","Q9BZL1",""
"19361","Q96S82",""
"19362","Q8WVY7",""
"19363","P22314","hsa04120 hsa05012"
"19364","Q9UBT2","hsa04120"
"19365","Q8TBC4","hsa04120"
"19366","Q9GZZ9",""
"19369","Q96T88",""
"19370","Q96PU4",""
"19371","Q8IWV7",""
"19372","Q8IWV8",""
"19373","Q6ZT12",""
"19376","Q8N806",""
"19377","Q05086","hsa04120 hsa05203"
"19378","Q7Z3V4","hsa04120"
"19379","Q15386","hsa04120"
"19380","Q7Z6J8",""
"19381","Q9BTM9","hsa04122"
"19382","O94782","hsa03460"
"19383","Q14694",""
"19384","P51784",""
"19385","O75317",""
"19386","Q92995",""
"19387","P54578",""
"19388","Q9Y4E8",""
"19389","Q9Y5T5",""
"19390","Q7RTZ2",""
"19391","C9JJH3",""
"19392","C9JVI0",""
"19393","C9JPN9",""
"19394","C9JLJ4",""
"19395","C9J2P7",""
"19396","D6RBQ6",""
"19397","D6R9N7",""
"19398","D6RCP7",""
"19399","Q6R6M4",""
"19400","D6RJB6",""
"19401","D6R901",""
"19402","D6RA61",""
"19403","D6RBM5",""
"19404","Q0WX57",""
"19405","A6NCW0",""
"19406","A6NCW7",""
"19407","A8MUK1",""
"19408","Q6QN14",""
"19409","P0C7H9",""
"19410","P0C7I0",""
"19411","Q9UMW8",""
"19412","O94966",""
"19413","O75604",""
"19414","Q9Y2K6",""
"19415","Q9UK80",""
"19416","Q9UPT9",""
"19417","Q9UPU5",""
"19419","Q9BXU7",""
"19420","A6NNY8",""
"19421","Q96RU2",""
"19422","Q9HBJ7",""
"19423","Q9Y6I4",""
"19424","Q70CQ3",""
"19425","Q70CQ4",""
"19426","Q8NFA0",""
"19427","Q8TEY7",""
"19428","Q70CQ2",""
"19429","Q9P2H5",""
"19430","Q9P275",""
"19431","Q86T82",""
"19432","Q8NB14",""
"19433","Q53GS9","hsa03040"
"19434","Q13107",""
"19435","Q9NVE5",""
"19436","Q3LFD5",""
"19437","Q9H9J4",""
"19438","Q70EL4",""
"19439","Q9H0E7",""
"19440","Q70EL2",""
"19441","P62068",""
"19442","Q96K76",""
"19443","Q86UV5",""
"19444","Q70CQ1",""
"19445","P45974",""
"19446","Q70EL3",""
"19447","Q70EK9",""
"19448","Q70EK8",""
"19449","Q70EL1",""
"19450","P35125",""
"19452","P40818","hsa04144"
"19453","Q93008",""
"19454","O00507",""
"19455","Q5W0Q7",""
"19456","Q9Y3C8",""
"19457","Q14139","hsa04120"
"19458","O95155","hsa04120 hsa04141"
"19459","Q9UBK9",""
"19460","O14607","hsa05202"
"19461","A6NIH7",""
"19462","Q13432",""
"19463","Q9UPW8","hsa04721"
"19464","O14795","hsa04721"
"19465","Q8NB66","hsa04721"
"19466","Q70J99",""
"19467","Q9H3U1",""
"19468","Q8IWX7",""
"19469","Q8IV45",""
"19470","Q6ZN44","hsa04360"
"19471","Q8IZJ1","hsa04360"
"19472","O95185","hsa04360"
"19473","Q6UXZ4","hsa04360"
"19474","Q53HI1",""
"19475","O75385","hsa04140 hsa04150"
"19476","Q8IYT8","hsa04140 hsa04150"
"19477","Q6PHR2","hsa04140 hsa04150"
"19478","Q96C45",""
"19479","Q9P2D8",""
"19480","Q8N2C7",""
"19481","Q86WB7",""
"19482","Q9H1C4",""
"19483","A4D1N5",""
"19484","Q8NBF4",""
"19485","Q6XCG6",""
"19486","Q8NAQ8",""
"19487","Q6ZWC4",""
"19488","Q0VFX4",""
"19489","Q6ZRN7",""
"19490","Q6UXV3",""
"19491","Q6UWF5",""
"19492","Q6ZRP5",""
"19493","Q6UXR8",""
"19494","A0A1B0GVZ9",""
"19495","Q86TA4",""
"19496","A0A1B0GUX0",""
"19497","Q6ZQY7",""
"19498","A0A0U1RQF7",""
"19499","Q6ZPA2",""
"19500","A0A1B0GVK7",""
"19501","Q6ZVQ6",""
"19502","Q8WZ26",""
"19503","A0A1B0GUV7",""
"19504","Q6ZS52",""
"19505","A0A1B0GUA9",""
"19506","Q9UF83",""
"19507","Q9H521",""
"19508","A0A1B0GTQ4",""
"19509","A0A1B0GUA7",""
"19510","A0A1B0GVG4",""
"19511","A0A1B0GUY1",""
"19512","Q5W150",""
"19513","Q0VG73",""
"19514","Q9UFV3",""
"19515","A6NIN4",""
"19516","A0A1B0GVR7",""
"19517","Q8N2B8",""
"19518","A0A1B0GVH7",""
"19519","D6RIA3",""
"19520","Q8N402",""
"19521","A1L4Q6",""
"19522","Q6ZVU0",""
"19523","Q6ZS49",""
"19524","Q8N3U1",""
"19525","Q5VVS0",""
"19526","Q6UY13",""
"19527","A0A1B0GTC6",""
"19528","Q6ZS92",""
"19529","Q6ZSV7",""
"19530","Q6ZRM9",""
"19531","Q8N8P6",""
"19532","Q6ZSN1",""
"19533","Q5XG85",""
"19534","Q96M66",""
"19535","P0C880",""
"19536","Q6UXQ8",""
"19537","Q6ZS46",""
"19538","P0C879",""
"19539","Q7L0L9",""
"19540","Q0P140",""
"19541","A0A1B0GTY4",""
"19542","A8MXK9",""
"19543","Q75L30",""
"19544","Q96IR3",""
"19545","A6NCN8",""
"19546","A8MWP6",""
"19547","A8MT66",""
"19548","Q96LW2",""
"19549","Q9NZ43","hsa04130"
"19550","P25874","hsa03320 hsa05016"
"19551","P55851",""
"19552","P55916",""
"19553","Q5T230",""
"19554","Q9H9P5",""
"19555","Q9C0B0",""
"19556","Q96IX5",""
"19557","Q8WVF2",""
"19558","Q8TCY9",""
"19559","Q9NZI7",""
"19560","P17480",""
"19561","P0CB47",""
"19562","P0CB48",""
"19563","P22415",""
"19564","Q15853",""
"19565","Q68DE3",""
"19566","P13051","hsa03410 hsa05340"
"19567","Q96BW1","hsa00240 hsa01100"
"19568","A6NGE7","hsa00230 hsa01100"
"19569","P11172","hsa00240 hsa00983 hsa01100"
"19570","Q16831","hsa00240 hsa00983 hsa01100"
"19571","O95045","hsa00240 hsa00983 hsa01100"
"19572","Q9NWZ5","hsa00240 hsa00983 hsa01100"
"19573","Q9HA47","hsa00240 hsa00983 hsa01100"
"19574","Q9BZX2","hsa00240 hsa00983 hsa01100"
"19575","Q96N76","hsa00340 hsa01100"
"19576","Q96RP3",""
"19577","Q969E3",""
"19578","P55089",""
"19579","Q5DID0",""
"19580","P07911",""
"19581","Q9Y2C2","hsa00532"
"19582","O00322",""
"19583","O75841",""
"19584","O00526",""
"19585","O75631","hsa05219"
"19586","Q9BT76",""
"19587","B0FP48",""
"19588","P10746","hsa00860 hsa01100"
"19589","P06132","hsa00860 hsa01100"
"19590","Q9UKP6","hsa04080"
"19591","O95399",""
"19592","Q765I0",""
"19593","O75445",""
"19594","P46939",""
"19595","Q9BZF9",""
"19596","P00540","hsa04114 hsa04810 hsa04914"
"19597","P01106","hsa04010 hsa04012 hsa04110 hsa04151 hsa04310 hsa04350 hsa04390 hsa04550 hsa04630 hsa04919 hsa05161 hsa05166 hsa05169 hsa05200 hsa05202 hsa05205 hsa05206 hsa05210 hsa05213 hsa05216 hsa05219 hsa05220 hsa05221 hsa05222 hsa05230"
"19598","P12524",""
"19599","P04198","hsa05202"
"19600","Q99986",""
"19601","Q86Y07",""
"19602","Q8IV63",""
"19603","Q96RL7",""
"19604","Q7Z7G8",""
"19605","Q709C8",""
"19606","Q5THJ4",""
"19607","Q9BRG1","hsa04144"
"19608","Q86VN1","hsa04144"
"19609","Q9UN37","hsa04144"
"19610","O75351","hsa04144"
"19611","Q9NRW7","hsa04144"
"19612","Q15906",""
"19613","Q96GC9",""
"19614","Q96JH7",""
"19615","Q9H867",""
"19617","Q5ST30","hsa00970"
"19619","O95497","hsa00770"
"19620","O95498","hsa00770"
"19621","Q9NY84",""
"19622","Q9H322",""
"19623","Q9NNX9",""
"19624","Q9H321",""
"19625","Q9H320",""
"19626","O14598",""
"19627","P19320","hsa04064 hsa04514 hsa04668 hsa04670 hsa05143 hsa05144 hsa05166"
"19628","P15692","hsa04014 hsa04015 hsa04066 hsa04151 hsa04370 hsa04510 hsa05200 hsa05205 hsa05206 hsa05211 hsa05212 hsa05219 hsa05323"
"19629","P49765","hsa04014 hsa04015 hsa04151 hsa04510 hsa05200"
"19630","P49767","hsa04014 hsa04015 hsa04151 hsa04510 hsa05200"
"19631","O43915","hsa04014 hsa04015 hsa04151 hsa04510 hsa05200"
"19632","Q14119",""
"19633","P32241","hsa04080"
"19634","P41587","hsa04024 hsa04080"
"19636","P50552","hsa04015 hsa04022 hsa04510 hsa04611 hsa04666 hsa04670"
"19637","Q7L8A9",""
"19638","Q86V25",""
"19639","Q6EMK4",""
"19640","P15498","hsa04024 hsa04062 hsa04510 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04670 hsa04810"
"19641","P52735","hsa04024 hsa04062 hsa04510 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04670 hsa04810"
"19642","Q9UKW4","hsa04024 hsa04062 hsa04510 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04670 hsa04810"
"19643","Q5SQQ9",""
"19644","Q9UIW0",""
"19645","Q14D04",""
"19646","P13611","hsa04514"
"19647","Q9H8Y1",""
"19648","P98155",""
"19649","Q9HCJ6",""
"19650","Q99536",""
"19651","P23763","hsa04130"
"19652","P63027","hsa04130 hsa04721 hsa04911 hsa04962 hsa04970"
"19653","Q15836","hsa04130 hsa04145"
"19654","O75379","hsa04130"
"19655","O95183","hsa04130"
"19656","P51809","hsa04130"
"19657","Q9BV40","hsa04130 hsa04611"
"19658","Q9NP79","hsa04144"
"19659","Q96AJ9","hsa04130"
"19660","Q9UEU0","hsa04130"
"19661","Q96AW1",""
"19662","Q99990",""
"19663","Q8N8G2",""
"19664","A8MV65",""
"19665","Q14135",""
"19666","Q9HBM0",""
"19667","P09327",""
"19668","O15195",""
"19670","Q2NL98",""
"19672","P62760",""
"19673","Q9NZR4",""
"19674","P58304",""
"19675","P11473","hsa04961 hsa04978 hsa05152"
"19676","Q8N0U8","hsa00130"
"19677","Q9BQB6","hsa00130"
"19678","Q7Z5L0",""
"19679","Q6ZTK2",""
"19680","Q6UXI7",""
